,Unnamed: 0,Published_At,Comment_ID,Comment,Replies,Likes,all_eng
1457,2082,['2024-07-26T09:56:42Z'],['UgyRlGmRI9HLG9KMUtl4AaABAg'],Very well edited and potrayed!!!,[0],[0],very well edited and potrayed
1458,2084,['2024-07-26T08:09:13Z'],['Ugxjtcg9n1C-8aAdW9h4AaABAg'],"Every time I watch , everytime I got emotional in the end my tears come out automatically ❤",[0],[1],every time i watch everytime i got emotional in the end my tears come out automatically
1459,2085,['2024-07-26T08:05:48Z'],['UgylK_xM-H0rk2mLfoR4AaABAg'],Surya Kumars catch was a six India Luky and it was rigged,[1],[0],surya kumars catch was a six india luky and it was rigged
1460,2088,['2024-07-26T07:04:54Z'],['Ugx8nKn9Qo74vPiTIQh4AaABAg'],Baar baar dekhunga 😢😢 Bas odi wc dilwade,[0],[0],baar baar dekhunga bas odi wc dilwade
1461,2089,['2024-07-26T06:24:07Z'],['UgxxMhXlqIFjVgF7RGB4AaABAg'],its miracle win,[0],[0],its miracle win
1462,2091,['2024-07-26T05:17:16Z'],['UgxyBGaf4GM7JrOLJZN4AaABAg'],Goooe,[0],[0],goooe
1464,2094,['2024-07-25T19:39:14Z'],['UgxL9-5Ozm6ytIHjibR4AaABAg'],rohit sharma ki captaincy me barbadose me india ka jhanda - shah !,[0],[1],rohit sharma ki captaincy me barbadose me india ka jhanda shah
1465,2095,['2024-07-25T18:36:10Z'],['UgxL0d6Rqq0hpwWxLZh4AaABAg'],Goat irl,[0],[0],goat irl
1467,2100,['2024-07-25T15:08:47Z'],['Ugzzm2OOvscjzTNb07J4AaABAg'],What a Superb Editing 👌👌👌,[0],[0],what a superb editing
1468,2102,['2024-07-25T14:35:38Z'],['UgzH_mKxB_94JK0XibF4AaABAg'],Hans Zimmer kinda background score. Top class!,[0],[0],hans zimmer kinda background score top class
1469,2103,['2024-07-25T14:34:11Z'],['Ugx76P6GNJtDsrY258J4AaABAg'],The moment when Rohit gives the ball to  Hardik and Kohli gives it to Bumrah....What a feeling!!!!,[0],[0],the moment when rohit gives the ball to hardik and kohli gives it to bumrahwhat a feeling
1470,2104,['2024-07-25T14:30:25Z'],['Ugwdx_Ic10LTEf6rDHh4AaABAg'],This BGM is my favourite now😍,[0],[0],this bgm is my favourite now
1471,2106,['2024-07-25T12:50:20Z'],['UgyLJlokIAcPBqGoMEd4AaABAg'],Herny and Qdk Literally Gave us Nightmare 😅,[0],[0],herny and qdk literally gave us nightmare
1472,2107,['2024-07-25T12:29:43Z'],['UgwhJ8N6sQf_rwpl8z54AaABAg'],Cant get over it😭🇮🇳,[0],[0],cant get over it
1473,2108,['2024-07-25T11:42:55Z'],['UgzxYio69Jt5zOPL4kF4AaABAg'],Suno south Africa walo jeetain ge sirf Hindustani Hindustani,[0],[0],suno south africa walo jeetain ge sirf hindustani hindustani
1474,2110,['2024-07-25T08:30:12Z'],['UgzBnmvlFV_N4fgX5dx4AaABAg'],This is cinema.. Absolute cinema,[0],[0],this is cinema absolute cinema
1475,2112,['2024-07-25T05:41:48Z'],['UgxTZ2cyUsMC1hHaXoh4AaABAg'],The draught is over....❤❤  Iconi lines by the legend ravi shashtri 🎉🎉,[0],[0],the draught is over iconi lines by the legend ravi shashtri
1476,2113,['2024-07-25T05:33:05Z'],['UgwyUOLCPuHcu0cRFVd4AaABAg'],long off by jatin sapru  and drought is over by ravi shastri  both gives goosebums,[0],[0],long off by jatin sapru and drought is over by ravi shastri both gives goosebums
1478,2115,['2024-07-25T04:42:10Z'],['UgxL0Bh6qkmJlxWo2cx4AaABAg'],Superb editing by icc ❤❤,[0],[0],superb editing by icc
1481,2120,['2024-07-24T17:21:55Z'],['Ugx__kEVkYwtp4EcZ6t4AaABAg'],india rohit virat hardik jasprit💙💙💙💙💙❤❤❤❤❤,[0],[0],india rohit virat hardik jasprit
1482,2123,['2024-07-24T16:07:56Z'],['UgxUuskepVwv-IAJS2N4AaABAg'],Wow wow wow..  ❤❤,[0],[0],wow wow wow
1483,2124,['2024-07-24T15:10:54Z'],['Ugw8IL29mV3l76DlDwF4AaABAg'],Its feel like I am watching movie but emotion is real ❤❤❤,[0],[0],its feel like i am watching movie but emotion is real
1484,2125,['2024-07-24T14:45:20Z'],['UgyrwK2VDVcbWUoLlrJ4AaABAg'],"Ex-CSK batter Subramanian Badrinath expressed his unhappiness over Gaikwad’s being overlooked. “You need a bad guy image to play for India. It seems you should be in a relationship with a Bollywood actress, have a good manager, and have body tattoos,” he said.  ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",[0],[0],excsk batter subramanian badrinath expressed his unhappiness over gaikwads being overlooked you need a bad guy image to play for india it seems you should be in a relationship with a bollywood actress have a good manager and have body tattoos he said
1485,2127,['2024-07-24T11:57:36Z'],['UgwV5Cj4hbHU8jjz6F54AaABAg'],Sone se pehle uthe ne ke bad har din dekh ta hoon highlights 😅😅,[0],[0],sone se pehle uthe ne ke bad har din dekh ta hoon highlights
1486,2128,['2024-07-24T11:33:17Z'],['UgzBpokzPI8zCG_z8UF4AaABAg'],Ye hamari power hai 😂😂😂😂😂😂,[0],[0],ye hamari power hai
1487,2130,['2024-07-24T10:49:30Z'],['UgzEetp0we_5bljs1S94AaABAg'],still i can hear that sound Long off Long off Long Off SuryaKumar Yadav,[0],[0],still i can hear that sound long off long off long off suryakumar yadav
1488,2131,['2024-07-24T10:18:25Z'],['UgyD640k4GjRTG7iaQ94AaABAg'],Rohit sharma capacity,[0],[0],rohit sharma capacity
1489,2132,['2024-07-24T06:50:56Z'],['Ugxme4SfhOJpsmlaD7l4AaABAg'],Still the goosebumps....,[0],[1],still the goosebumps
1490,2133,['2024-07-24T06:49:04Z'],['UgzEsl3BwjR_bW43mcB4AaABAg'],Real Winner is SAF For me❤,[0],[0],real winner is saf for me
1491,2134,['2024-07-24T06:22:03Z'],['Ugw5OM8XXg7BliQ4zJV4AaABAg'],"I think the music composer should get a credit here too. Great editing and music!! Thank you, ICC!!",[0],[1],i think the music composer should get a credit here too great editing and music thank you icc
1492,2135,['2024-07-24T05:27:17Z'],['UgyQHRaFL3zL_rhdUG14AaABAg'],thanks ICC for making this ♥,[0],[0],thanks icc for making this
1493,2137,['2024-07-24T04:41:09Z'],['UgxpifKf0-HH4r2Ty0B4AaABAg'],Brilliant edit. On point music. But that dravid losing his cool shot deserved to be here.,[0],[0],brilliant edit on point music but that dravid losing his cool shot deserved to be here
1494,2138,['2024-07-24T02:38:32Z'],['Ugz9TmZGJtZhqmL6Da14AaABAg'],Rohit Shamas unknown facts,[0],[0],rohit shamas unknown facts
1495,2139,['2024-07-24T02:16:23Z'],['UgzM-NX2r7O43lv1qDl4AaABAg'],"For those who are saying that india cheated, go prove that to icc 😅😅",[0],[1],for those who are saying that india cheated go prove that to icc
1496,2140,['2024-07-23T21:24:58Z'],['UgwvJXy6hpkznSnKo514AaABAg'],Mashallah WOW brilliant My team India 🇮🇳❤️🇮🇳,[0],[1],mashallah wow brilliant my team india
1497,2141,['2024-07-23T20:06:25Z'],['Ugwtif-Em8ALE35-LDV4AaABAg'],Woh sab tak toh thik hai pr ye Saha ka ladka kyo itna fudak raha hai,[0],[0],woh sab tak toh thik hai pr ye saha ka ladka kyo itna fudak raha hai
1498,2142,['2024-07-23T19:11:11Z'],['Ugzy44y-Ji_6BQJHSgF4AaABAg'],Will cherish this for my lifetime ❤,[0],[0],will cherish this for my lifetime
1499,2143,['2024-07-23T18:51:17Z'],['UgzmafGJZmIR1OxBacF4AaABAg'],"Henrich klasen flexing here at Kensington oval,   Miller gets it, plenty of it, does he ........ No ..........  Absolute best line of commentary in the sync❤",[0],[0],henrich klasen flexing here at kensington oval miller gets it plenty of it does he no absolute best line of commentary in the sync
1502,2148,['2024-07-23T17:04:53Z'],['Ugyk0ZfVbRhY2t7rBxl4AaABAg'],Indias win 🔥  Jatin Saprus commentary 🔥  Ian Smiths commentary 🔥,[0],[1],indias win jatin saprus commentary ian smiths commentary
1503,2151,['2024-07-23T16:16:03Z'],['UgxY3-uN7SHcQhTECRN4AaABAg'],"No one noticed us until we lifted a trophy.India was the most consistent side of the decade.Consistently reached knockouts, played two finals..beat the Mighty aussies in their home and levelled up the test series with eng in a away series.We needed some luck to break the curse and we got it finally.Everyone said we choked but it takes effort to reach into the knockouts.😊We have played very good and consistent cricket throughout the years but the only thing was missing...a trophy and boys have done it finally.",[0],[0],no one noticed us until we lifted a trophyindia was the most consistent side of the decadeconsistently reached knockouts played two finalsbeat the mighty aussies in their home and levelled up the test series with eng in a away serieswe needed some luck to break the curse and we got it finallyeveryone said we choked but it takes effort to reach into the knockoutswe have played very good and consistent cricket throughout the years but the only thing was missinga trophy and boys have done it finally
1504,2152,['2024-07-23T15:41:32Z'],['UgyNbRIz2M6PpbDeCfR4AaABAg'],Suryakumar Yadav’s catch = GOOSEBUMPS 🔥💯🏆,[0],[1],suryakumar yadavs catch goosebumps
1505,2153,['2024-07-23T13:46:23Z'],['UgwMoo5PzB_xkn6CI7R4AaABAg'],Watched a number of times but still cant get bored of this masterpiece.....Pure goosebumps🔥🔥🔥,[0],[9],watched a number of times but still cant get bored of this masterpiecepure goosebumps
1506,2156,['2024-07-23T09:14:06Z'],['UgwzAPj0nVuW5Wp5Zmd4AaABAg'],Its pure blockbuster movie 🥺,[0],[4],its pure blockbuster movie
1507,2157,['2024-07-23T08:21:23Z'],['UgzzrkeAdj8_C-uxvy94AaABAg'],This Movie...☠️,[0],[0],this movie
1508,2158,['2024-07-23T08:13:07Z'],['UgzcDJ2ppwfqq8EDnCN4AaABAg'],Man what a catch 🎉l😮😅,[0],[0],man what a catch l
1509,2161,['2024-07-23T06:46:06Z'],['UgzcvRxg2-qW3QwPm1Z4AaABAg'],Love my team ❤😊,[0],[0],love my team
1510,2162,['2024-07-23T06:42:03Z'],['Ugyyc8QfaXw2t2jFEmB4AaABAg'],"Ian bishop:- Is this the day , the rainbow nation finds the pot of gold❤",[0],[0],ian bishop is this the day the rainbow nation finds the pot of gold
1511,2164,['2024-07-23T05:31:59Z'],['UgzHPMWxS-41t6_kkUJ4AaABAg'],In this match there are a lot of emotions from both teams which is never and ever seen in real life not reel life,[0],[0],in this match there are a lot of emotions from both teams which is never and ever seen in real life not reel life
1512,2166,['2024-07-23T01:42:31Z'],['UgwtFqqgu7OEJeIvrdx4AaABAg'],Editing is on top level ❤❤,[0],[1],editing is on top level
1513,2167,['2024-07-23T00:25:28Z'],['Ugw12FyVp78DmC_qIAZ4AaABAg'],Congratulations my favorite India Cricket Team love from England but Im Bangladeshi 🇮🇳💪🏆🏆🏆🏆✌️,[0],[0],congratulations my favorite india cricket team love from england but im bangladeshi
1514,2168,['2024-07-22T20:34:29Z'],['UgzyMFEUUUYFM95tK8R4AaABAg'],"Would have loved seeing SA lifting a trophy but both teams played brilliantly and the better team won, or better yet &quot;CRICKET WON&quot;",[0],[0],would have loved seeing sa lifting a trophy but both teams played brilliantly and the better team won or better yet quotcricket wonquot
1515,2170,['2024-07-22T19:02:56Z'],['UgyEIbJ7Ld6mQAzwh7l4AaABAg'],Kangludeshis and bhikharistanis are crying in corner 😭,[3],[1],kangludeshis and bhikharistanis are crying in corner
1516,2171,['2024-07-22T18:53:30Z'],['UgzUFGTqXeJOtXt4wSZ4AaABAg'],OMG!! Such a beautiful editing and beautiful win for india and I dont believe that how I miss this fabulous video ..such a great editing by bcci and it is proudable moment for Indians ♥️👍,[0],[0],omg such a beautiful editing and beautiful win for india and i dont believe that how i miss this fabulous video such a great editing by bcci and it is proudable moment for indians
1517,2172,['2024-07-22T18:45:24Z'],['Ugy1-FDXai6ZERMibnN4AaABAg'],WAITING FOR HIGHLIGHTS,[0],[0],waiting for highlights
1518,2173,['2024-07-22T16:49:14Z'],['UgxeknxU6N4blVQCnSB4AaABAg'],Like for Ian legend Smith commentary ❤❤,[0],[1],like for ian legend smith commentary
1519,2174,['2024-07-22T16:43:40Z'],['UgynB3ik0vuUvIFyhOF4AaABAg'],Suryakumar catch is one of the best world cup catch under the circumstances.,[0],[0],suryakumar catch is one of the best world cup catch under the circumstances
1520,2175,['2024-07-22T16:41:26Z'],['UgzeRClV7ZoCp4ckvBV4AaABAg'],SKY on Top,[0],[0],sky on top
1521,2176,['2024-07-22T16:40:44Z'],['UgwiXb0_FyoMIkPCoh14AaABAg'],Simply superb 🎉❤,[0],[0],simply superb
1524,2179,['2024-07-22T15:39:13Z'],['UgyDfsVDEjFRqsfk8tF4AaABAg'],ICC your digital team deserves a world cup,[0],[0],icc your digital team deserves a world cup
1525,2180,['2024-07-22T15:18:17Z'],['UgxWwFEgHymNRo1v_0N4AaABAg'],"India, that is Bharat 🇮🇳 champion of champions.",[0],[0],india that is bharat champion of champions
1527,2183,['2024-07-22T13:48:40Z'],['UgxcYJX9zPLEkcvkFht4AaABAg'],Aqj bhi dekh raha hu iss video ko aankhe nam ho jaati hai haar baar❤❤❤,[0],[0],aqj bhi dekh raha hu iss video ko aankhe nam ho jaati hai haar baar
1528,2185,['2024-07-22T12:44:01Z'],['Ugxcin7Ph7mzFkPO-0d4AaABAg'],Tears of joy ❤❤,[0],[0],tears of joy
1529,2188,['2024-07-22T11:03:06Z'],['UgwGJZtYOp4HdWoH4iJ4AaABAg'],GOOSEBUMPS BUTTON,[0],[0],goosebumps button
1530,2191,['2024-07-22T06:05:14Z'],['UgyptRwr8ZOTUGPfJqR4AaABAg'],India is the lord of cricket,[0],[0],india is the lord of cricket
1531,2192,['2024-07-22T05:34:15Z'],['UgyuQM8ZjpjeOyCIkll4AaABAg'],This is just truly mangnificent!!!!,[0],[0],this is just truly mangnificent
1532,2193,['2024-07-22T05:08:55Z'],['UgznvR8uL_YGZ7RPUGl4AaABAg'],"any mood off day, come and watch this 🎉💙🙏",[0],[0],any mood off day come and watch this
1533,2195,['2024-07-22T02:08:43Z'],['UgxyFZsCu1AHetI3nlB4AaABAg'],World champion king kholi for a reason,[0],[1],world champion king kholi for a reason
1534,2196,['2024-07-22T02:07:50Z'],['UgyYjflZVCoOHn3vvX54AaABAg'],Thanks you God,[0],[1],thanks you god
1535,2198,['2024-07-21T20:30:23Z'],['UgwFlO-lxCK8UCKcVed4AaABAg'],Cinematic video with crisp quality.. Loved the video,[0],[0],cinematic video with crisp quality loved the video
1536,2199,['2024-07-21T17:38:08Z'],['UgzsW_qhwp2phwjXYbl4AaABAg'],Give a raise to the editor. This a movie! 🔥,[0],[0],give a raise to the editor this a movie
1537,2200,['2024-07-21T16:46:21Z'],['Ugwm6X_o_o39P6mb-rN4AaABAg'],Thanks to India for making all of us proud ❤❤🎉😊,[0],[0],thanks to india for making all of us proud
1538,2201,['2024-07-21T16:06:57Z'],['UgwYCUDTk4pcP8E_k4F4AaABAg'],Who think if hardik pandya will not take karlsen and miller india will lose this world cup hit like if you agreed,[0],[2],who think if hardik pandya will not take karlsen and miller india will lose this world cup hit like if you agreed
1539,2202,['2024-07-21T15:56:07Z'],['Ugx4R0DGTAsxeH1ud8x4AaABAg'],No one can script this but god 🎉❤,[0],[0],no one can script this but god
1540,2203,['2024-07-21T14:44:34Z'],['UgxFDrBkYBqm4_Upha54AaABAg'],World champian India🇮🇳🇮🇳🇮🇳,[0],[0],world champian india
1541,2204,['2024-07-21T14:16:25Z'],['UgwX0zd8xnGJchow2o14AaABAg'],I love Rohit’s reaction at the end pov hitting the ground😂😂😂❤❤❤❤,[0],[1],i love rohits reaction at the end pov hitting the ground
1542,2206,['2024-07-21T13:07:12Z'],['UgwZIOBPt2WDAoVXDnF4AaABAg'],Speaking from India opps  The world Champion India❤🎉,[0],[0],speaking from india opps the world champion india
1543,2207,['2024-07-21T12:39:01Z'],['Ugxp9wms6xHmf_IC06h4AaABAg'],no Indian would watch it without happy tears. 🥺,[0],[1],no indian would watch it without happy tears
1544,2208,['2024-07-21T10:28:50Z'],['UgwQU3ALkoP2iylAT_J4AaABAg'],Im an Indian. Im world cup winner 🏆🏆🏆🏆🏆🏆🏆,[0],[0],im an indian im world cup winner
1546,2211,['2024-07-21T09:53:20Z'],['Ugx2QsfbS14Yugd1s6d4AaABAg'],What an editing  by ICC EDITORS,[0],[0],what an editing by icc editors
1547,2212,['2024-07-21T09:51:20Z'],['UgzA_omOEfIClhmthnR4AaABAg'],Masterpiece 😍,[0],[0],masterpiece
1548,2214,['2024-07-21T09:22:26Z'],['Ugyg2t9R9PLBatAcpA54AaABAg'],I am from the country of current world champions ❤,[0],[0],i am from the country of current world champions
1550,2216,['2024-07-21T07:54:19Z'],['Ugw2EKxjoAvpiVleMPV4AaABAg'],Best ever cinamatic video feeling like setting in theater.......thank ICC for putting this beautiful video,[0],[0],best ever cinamatic video feeling like setting in theaterthank icc for putting this beautiful video
1552,2218,['2024-07-21T07:45:50Z'],['UgxCKrijTU1LGvI2G7B4AaABAg'],Goosebumps moments for the ages ❤,[0],[0],goosebumps moments for the ages
1553,2219,['2024-07-21T07:31:54Z'],['Ugxnw67tPpqagL6TWJt4AaABAg'],This Is Like A Trailer Of Cricket 😍❤️ HATS  OF TO ICC EDITORS 🎓,[0],[1],this is like a trailer of cricket hats of to icc editors
1554,2220,['2024-07-21T06:39:08Z'],['UgzrxwO5CZQCJUql4_14AaABAg'],That slomo of hardik last ball 😮❤🎉🎉,[0],[0],that slomo of hardik last ball
1555,2221,['2024-07-21T06:38:47Z'],['UgypnODJhZKf1wV306R4AaABAg'],Master piece❤,[0],[0],master piece
1556,2222,['2024-07-21T05:51:47Z'],['Ugya7V_2tvGow3uWWPJ4AaABAg'],"Wow!! Still waiting this,one request to rohit and virat fanclub is , please dont fight anymore on social media,enjoy these moments",[0],[0],wow still waiting thisone request to rohit and virat fanclub is please dont fight anymore on social mediaenjoy these moments
1560,2226,['2024-07-21T00:35:49Z'],['Ugy71tqg10VocMM2LfF4AaABAg'],Take a pic coz its Epic -,[0],[0],take a pic coz its epic
1561,2228,['2024-07-20T21:12:17Z'],['Ugw6N7XulDOrJM5MeLN4AaABAg'],I saved this video so that I can watch it whenever I want as long I live. Really beautifully done by ICC Salute,[0],[0],i saved this video so that i can watch it whenever i want as long i live really beautifully done by icc salute
1563,2231,['2024-07-20T19:53:43Z'],['Ugxs3LP7JO8T4jIpQ6J4AaABAg'],"What an epic editing, indians will remember forever❤❤❤",[0],[0],what an epic editing indians will remember forever
1565,2235,['2024-07-20T17:51:37Z'],['Ugxo0WK_y7vSOu9bM9x4AaABAg'],An edit for ages🎉,[0],[1],an edit for ages
1566,2236,['2024-07-20T17:36:07Z'],['Ugy5Y3uSeWFel30e-lh4AaABAg'],🇮🇳🇮🇳Ye moment 🥺🥺🥺❤❤❤❤❤❤❤,[0],[0],ye moment
1567,2239,['2024-07-20T17:10:23Z'],['UgxC_hUh-swUoN2u32Z4AaABAg'],Absolute Cinema! One for the books,[0],[0],absolute cinema one for the books
1568,2240,['2024-07-20T16:36:05Z'],['UgzDqk7JHBZSpp1V0IJ4AaABAg'],"JAI HIND JAI BHARAT ,KEEP IT UP🙏🙏",[0],[0],jai hind jai bharat keep it up
1569,2241,['2024-07-20T16:32:05Z'],['Ugwg4psye_Jw3J93V214AaABAg'],I ❤️ My India 🇮🇳 Jai Hind ❤️🇮🇳 I Am Proud of I Am Indian,[0],[0],i my india jai hind i am proud of i am indian
1570,2243,['2024-07-20T15:53:53Z'],['UgzFfSCZbwISDC_X4nJ4AaABAg'],the goosbumps after seeing it... the commentry 🗿.... the music 🗿.... the players 🗿.... but feeling sad for south africa even our team won.,[0],[0],the goosbumps after seeing it the commentry the music the players but feeling sad for south africa even our team won
